filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,This is a crucial stage and we call on all parties to exercise calm and restraint.,"['This', 'is', 'a', 'crucial', 'stage', 'and', 'we', 'call', 'on', 'all', 'parties', 'to', 'exercise', 'calm', 'and', 'restraint', '.']",3816,3898,crucial stage,Other,appreciation,positive,"(3826, 3839)",stage,Situation in Ukraine ,explicit,829,895.0,829,856.0,"[895, [829, 'crucial stage'], [856, 'stage']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,This is a crucial stage and we call on all parties to exercise calm and restraint.,"['This', 'is', 'a', 'crucial', 'stage', 'and', 'we', 'call', 'on', 'all', 'parties', 'to', 'exercise', 'calm', 'and', 'restraint', '.']",3816,3898,exercise calm and restraint,Other,judgement,positive,"(3870, 3897)",all parties,Other political actors,explicit,830,894.0,830,855.0,"[894, [830, 'exercise calm and restraint'], [855, 'all parties']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written, That is the spirit in which Prime Minister Yatsenyuk visited eastern Ukraine with specific proposals in response to the real questions of people overwhelmed by propaganda who are disoriented and being exploited by radical groups.,"['This', 'is', 'a', 'crucial', 'stage', 'and', 'we', 'call', 'on', 'all', 'parties', 'to', 'exercise', 'calm', 'and', 'restraint', '.']",3816,3898,people overwhelmed by propaganda who are disoriented and being exploited,Other,judgement,negative,"(2187, 2259)",radical groups,Individuals or groups,explicit,831,881.0,831,845.0,"[881, [831, 'people overwhelmed by propaganda who are disoriented and being exploited'], [845, 'radical groups']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,"We call on Russia commit to de-escalation and to condemn, along with the rest of the Council, the attempts at destabilization carried out by armed groups in eastern Ukraine.","['This', 'is', 'a', 'crucial', 'stage', 'and', 'we', 'call', 'on', 'all', 'parties', 'to', 'exercise', 'calm', 'and', 'restraint', '.']",3816,3898,the attempts at destabilization,Other,judgement,negative,"(3115, 3146)",groups,Individuals or groups,explicit,832,890.0,832,852.0,"[890, [832, 'the attempts at destabilization'], [852, 'groups']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,"The danger that now faces us is the failure of all our concerted efforts to build an international order that is not based on force, for today it is force alone that is seeking to impose the law.","['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,for today it is force alone that is seeking to impose the law.,Other,appreciation,negative,"(4092, 4154)",force,Violence,explicit,833,902.0,833,867.0,"[902, [833, 'for today it is force alone that is seeking to impose the law.'], [867, 'force']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,"We call on Russia commit to de-escalation and to condemn, along with the rest of the Council, the attempts at destabilization carried out by armed groups in eastern Ukraine.","['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,armed groups,Other,judgement,negative,"(3162, 3174)",groups,Individuals or groups,explicit,834,889.0,834,852.0,"[889, [834, 'armed groups'], [852, 'groups']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written," In conclusion, I would like to raise a final warning call.","['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,I would like,Other,affect,positive,"(3915, 3927)",to raise a final warning call.,"Meetings, reports, and debates",explicit,857,896.0,857,858.0,"[896, [857, 'I would like'], [858, 'to raise a final warning call.']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written, We call on all parties to exercise restraint and dialogue so that a peaceful solution to the crisis quickly emerges.,"['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,crisis,Other,appreciation,negative,"(256, 262)",crisis,Situation in Ukraine ,explicit,859,903.0,859,860.0,"[903, [859, 'crisis'], [860, 'crisis']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,"The scenario we are seeing reminds one of the events that took place in Crimea one month ago: simultaneous action by a small but trained group of aggressive activists determined to occupy territory, followed by the presence of   disciplined, masked men wearing uniforms and armed with weapons of war that are not found in military surplus.","['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,masked men wearing uniforms and armed with weapons of war that are not found in military surplus.,Other,judgement,negative,"(563, 660)",men,Individuals or groups,explicit,862,899.0,862,863.0,"[899, [862, 'masked men wearing uniforms and armed with weapons of war that are not found in military surplus.'], [863, 'men']]"
UNSC_2014_SPV.7154_spch008_sentsplit_France.txt,UNSC_2014_SPV.7154_spch008,France,8,pre-written,"The danger that now faces us is the failure of all our concerted efforts to build an international order that is not based on force, for today it is force alone that is seeking to impose the law.","['The', 'danger', 'that', 'now', 'faces', 'us', 'is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order', 'that', 'is', 'not', 'based', 'on', 'force', ',', 'for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law']",3959,4154,danger,Other,appreciation,negative,"(3963, 3969)",failure of all our concerted efforts to build an international order that is not based on force,Violence,explicit,865,901.0,865,866.0,"[901, [865, 'danger'], [866, 'failure of all our concerted efforts to build an international order that is not based on force']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,I thank the President for convening today's meeting.,"['I', 'thank', 'the', 'President', 'for', 'convening', ""today's"", 'meeting', '.']",0,52,I thank,Other,affect,positive,"(0, 7)",the President for convening today's meeting.,Diplomatic courtesy,explicit,359,380.0,359,367.0,"[380, [359, 'I thank'], [367, ""the President for convening today's meeting.""]]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,"As a matter of priority, on behalf of the Government and the people of Indonesia, I wish to express our deepest condolences to all affected nations, especially our good neighbour Malaysia, over the deaths of the 298 civilian passengers and crew aboard Malaysia Airlines Flight MH-17, which crashed yesterday as it was flying over eastern Ukraine.","['As', 'a', 'matter', 'of', 'priority', ',', 'on', 'behalf', 'of', 'the', 'Government', 'and', 'the', 'people', 'of', 'Indonesia', ',', 'I', 'wish', 'to', 'express', 'our', 'deepest', 'condolences', 'to', 'all', 'affected', 'nations', ',', 'especially', 'our', 'good', 'neighbour', 'Malaysia', ',', 'over', 'the', 'deaths', 'of', 'the', '298', 'civilian', 'passengers', 'and', 'crew', 'aboard', 'Malaysia', 'Airlines', 'Flight', 'MH', '-', '17', ',', 'which', 'crashed', 'yesterday', 'as', 'it', 'was', 'flying', 'over', 'eastern', 'Ukraine', '.']",54,400,I wish to express our deepest condolences,Other,affect,negative,"(136, 177)",to all affected nations,Airplane accident,explicit,360,381.0,360,368.0,"[381, [360, 'I wish to express our deepest condolences'], [368, 'to all affected nations']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,Our thoughts and prayers are with the families of the victims.,"['Our', 'thoughts', 'and', 'prayers', 'are', 'with', 'the', 'families', 'of', 'the', 'victims', '.']",488,550,Our thoughts and prayers are,Other,affect,positive,"(488, 516)",with the families of the victims.,Airplane accident,explicit,361,382.0,361,369.0,"[382, [361, 'Our thoughts and prayers are'], [369, 'with the families of the victims.']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,Allow me also to take this opportunity to sincerely thank the delegations that have expressed their sympathy and condolences to Indonesia.,"['Allow', 'me', 'also', 'to', 'take', 'this', 'opportunity', 'to', 'sincerely', 'thank', 'the', 'delegations', 'that', 'have', 'expressed', 'their', 'sympathy', 'and', 'condolences', 'to', 'Indonesia', '.']",551,689,to sincerely thank,Other,affect,positive,"(590, 608)",the delegations that have expressed their sympathy and condolences to Indonesia.,Airplane accident,explicit,362,383.0,362,370.0,"[383, [362, 'to sincerely thank'], [370, 'the delegations that have expressed their sympathy and condolences to Indonesia.']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,"In that regard, Indonesia calls upon the Security Council to take immediate steps to enable a thorough, transparent and independent international investigation to be conducted upon this horrendous incident.","['In', 'that', 'regard', ',', 'Indonesia', 'calls', 'upon', 'the', 'Security', 'Council', 'to', 'take', 'immediate', 'steps', 'to', 'enable', 'a', 'thorough', ',', 'transparent', 'and', 'independent', 'international', 'investigation', 'to', 'be', 'conducted', 'upon', 'this', 'horrendous', 'incident', '.']",950,1156,horrendous incident.,Other,appreciation,negative,"(1136, 1156)",this,Airplane accident,explicit,363,385.0,363,373.0,"[385, [363, 'horrendous incident.'], [373, 'this']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,"If the investigation concludes that the crash was indeed intentionally caused by human factors, be it a missile strike or otherwise, Indonesia demands that the perpetrators of such a heinous and inhuman crime be brought to justice to the fullest extent of the law.","['If', 'the', 'investigation', 'concludes', 'that', 'the', 'crash', 'was', 'indeed', 'intentionally', 'caused', 'by', 'human', 'factors', ',', 'be', 'it', 'a', 'missile', 'strike', 'or', 'otherwise', ',', 'Indonesia', 'demands', 'that', 'the', 'perpetrators', 'of', 'such', 'a', 'heinous', 'and', 'inhuman', 'crime', 'be', 'brought', 'to', 'justice', 'to', 'the', 'fullest', 'extent', 'of', 'the', 'law', '.']",1224,1488,such a heinous and inhuman crime,Other,appreciation,negative,"(1400, 1432)",crash,Airplane accident,explicit,364,386.0,364,374.0,"[386, [364, 'such a heinous and inhuman crime'], [374, 'crash']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,"In conclusion, as a member of the Association of Southeast Ansian Nations family, Indonesia reiterates its solidarity with the Government and the people of Malaysia, as well as with the countries whose citizens have fallen victim to this tragedy.","['In', 'conclusion', ',', 'as', 'a', 'member', 'of', 'the', 'Association', 'of', 'Southeast', 'Ansian', 'Nations', 'family', ',', 'Indonesia', 'reiterates', 'its', 'solidarity', 'with', 'the', 'Government', 'and', 'the', 'people', 'of', 'Malaysia', ',', 'as', 'well', 'as', 'with', 'the', 'countries', 'whose', 'citizens', 'have', 'fallen', 'victim', 'to', 'this', 'tragedy']",1691,1937,reiterates its solidarity,Other,affect,positive,"(1783, 1808)","with the Government and the people of Malaysia,",Airplane accident,explicit,365,387.0,365,375.0,"[387, [365, 'reiterates its solidarity'], [375, 'with the Government and the people of Malaysia,']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written,"In conclusion, as a member of the Association of Southeast Ansian Nations family, Indonesia reiterates its solidarity with the Government and the people of Malaysia, as well as with the countries whose citizens have fallen victim to this tragedy.","['In', 'conclusion', ',', 'as', 'a', 'member', 'of', 'the', 'Association', 'of', 'Southeast', 'Ansian', 'Nations', 'family', ',', 'Indonesia', 'reiterates', 'its', 'solidarity', 'with', 'the', 'Government', 'and', 'the', 'people', 'of', 'Malaysia', ',', 'as', 'well', 'as', 'with', 'the', 'countries', 'whose', 'citizens', 'have', 'fallen', 'victim', 'to', 'this', 'tragedy']",1691,1937,tragedy,Other,appreciation,negative,"(1929, 1936)",this,Airplane accident,explicit,366,388.0,366,376.0,"[388, [366, 'tragedy'], [376, 'this']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written, Indonesia stands ready to join and support such an investigation.,"['In', 'conclusion', ',', 'as', 'a', 'member', 'of', 'the', 'Association', 'of', 'Southeast', 'Ansian', 'Nations', 'family', ',', 'Indonesia', 'reiterates', 'its', 'solidarity', 'with', 'the', 'Government', 'and', 'the', 'people', 'of', 'Malaysia', ',', 'as', 'well', 'as', 'with', 'the', 'countries', 'whose', 'citizens', 'have', 'fallen', 'victim', 'to', 'this', 'tragedy']",1691,1937,Indonesia stands ready to join and support,Other,affect,positive,"(1158, 1200)",such an investigation.,Airplane accident,explicit,371,384.0,371,372.0,"[384, [371, 'Indonesia stands ready to join and support'], [372, 'such an investigation.']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written," If that is indeed the case, such a heinous act is tantamount to a grave violation of international law , in particular international humanitarian law.","['In', 'conclusion', ',', 'as', 'a', 'member', 'of', 'the', 'Association', 'of', 'Southeast', 'Ansian', 'Nations', 'family', ',', 'Indonesia', 'reiterates', 'its', 'solidarity', 'with', 'the', 'Government', 'and', 'the', 'people', 'of', 'Malaysia', ',', 'as', 'well', 'as', 'with', 'the', 'countries', 'whose', 'citizens', 'have', 'fallen', 'victim', 'to', 'this', 'tragedy']",1691,1937,heinous act,Other,appreciation,negative,"(835, 846)",act,Airplane accident,explicit,377,389.0,377,378.0,"[389, [377, 'heinous act'], [378, 'act']]"
UNSC_2014_SPV.7219_spch025_sentsplit_Indonesia.txt,UNSC_2014_SPV.7219_spch025,Indonesia,25,pre-written," If that is indeed the case, such a heinous act is tantamount to a grave violation of international law , in particular international humanitarian law.","['In', 'conclusion', ',', 'as', 'a', 'member', 'of', 'the', 'Association', 'of', 'Southeast', 'Ansian', 'Nations', 'family', ',', 'Indonesia', 'reiterates', 'its', 'solidarity', 'with', 'the', 'Government', 'and', 'the', 'people', 'of', 'Malaysia', ',', 'as', 'well', 'as', 'with', 'the', 'countries', 'whose', 'citizens', 'have', 'fallen', 'victim', 'to', 'this', 'tragedy']",1691,1937,is tantamount to a grave violation of international law,Other,appreciation,negative,"(847, 902)",act,Airplane accident,explicit,379,390.0,379,378.0,"[390, [379, 'is tantamount to a grave violation of international law'], [378, 'act']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,I would like to thank Mr. Feltman for his update on the difficult situation in Ukraine.,"['I', 'would', 'like', 'to', 'thank', 'Mr', '.', 'Feltman', 'for', 'his', 'update', 'on', 'the', 'difficult', 'situation', 'in', 'Ukraine', '.']",0,87,would like to thank,Other,affect,positive,"(2, 21)",Mr. Feltman for his update,Diplomatic courtesy,explicit,488,510.0,488,496.0,"[510, [488, 'would like to thank'], [496, 'Mr. Feltman for his update']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"I am wondering, and I would also like to ask the Council, why we are having this meeting.","['I', 'am', 'wondering', ',', 'and', 'I', 'would', 'also', 'like', 'to', 'ask', 'the', 'Council', ',', 'why', 'we', 'are', 'having', 'this', 'meeting', '.']",89,178,I would also like to ask,Other,affect,positive,"(109, 133)","the Council,",Other political actors,explicit,489,512.0,489,498.0,"[512, [489, 'I would also like to ask'], [498, 'the Council,']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written, I would like to thank Mr. Feltman for his update on the difficult situation in Ukraine.,"['I', 'am', 'wondering', ',', 'and', 'I', 'would', 'also', 'like', 'to', 'ask', 'the', 'Council', ',', 'why', 'we', 'are', 'having', 'this', 'meeting', '.']",89,178,difficult situation,Other,appreciation,negative,"(56, 75)",situation,Situation in Ukraine ,explicit,490,511.0,490,497.0,"[511, [490, 'difficult situation'], [497, 'situation']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"Going over the difficult situation and the worsening of the crisis once again is undoubtedly one reason, although I know there are clear, decisive reasons behind the initiative of the United Kingdom to convene this meeting that brings us all together.","['Going', 'over', 'the', 'difficult', 'situation', 'and', 'the', 'worsening', 'of', 'the', 'crisis', 'once', 'again', 'is', 'undoubtedly', 'one', 'reason', ',', 'although', 'I', 'know', 'there', 'are', 'clear', ',', 'decisive', 'reasons', 'behind', 'the', 'initiative', 'of', 'the', 'United', 'Kingdom', 'to', 'convene', 'this', 'meeting', 'that', 'brings', 'us', 'all', 'together', '.']",179,430,difficult situation and the worsening of the crisis,Other,appreciation,negative,"(194, 245)",situation,Situation in Ukraine ,explicit,491,513.0,491,499.0,"[513, [491, 'difficult situation and the worsening of the crisis'], [499, 'situation']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"With a pen in hand and with our good faith, we stand ready to help Ukraine emerge from this difficult situation so that it can achieve the peace that its people deserve.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,difficult situation,Other,appreciation,negative,"(2318, 2337)",situation,Situation in Ukraine ,explicit,492,517.0,492,504.0,"[517, [492, 'difficult situation'], [504, 'situation']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"The other reason we are here is to reject violence involving two concrete events, namely, the attack against the Mayor of Kharkiv, in eastern Ukraine, and, as requested by the Secretary-General, Argentina calls for the immediate   and unconditional release of the military observers of the Organization for Security and Cooperation in Europe who are being held hostage","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,we are here is to reject violence,Other,affect,negative,"(1805, 1838)",violence,Violence,explicit,493,516.0,493,503.0,"[516, [493, 'we are here is to reject violence'], [503, 'violence']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written," That is, that in the dialogue of constructive diplomacy that was initiated on 17 April with a view to finding a peaceful and political solution to this critical situation , Russia, the United States, the European Union and Ukraine all   expressed at Geneva a willingness to reach an agreement.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,critical situation,Other,appreciation,negative,"(1019, 1037)",situation,Situation in Ukraine ,explicit,494,514.0,494,501.0,"[514, [494, 'critical situation'], [501, 'situation']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"With a pen in hand and with our good faith, we stand ready to help Ukraine emerge from this difficult situation so that it can achieve the peace that its people deserve.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,difficult situation,Other,appreciation,negative,"(1320, 1339)",situation,Situation in Ukraine ,explicit,495,515.0,495,502.0,"[515, [495, 'difficult situation'], [502, 'situation']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"Going over the difficult situation and the worsening of the crisis once again is undoubtedly one reason, although I know there are clear, decisive reasons behind the initiative of the United Kingdom to convene this meeting that   brings us all together.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,crisis,Other,appreciation,negative,"(239, 245)",crisis,Situation in Ukraine ,explicit,500,520.0,500,509.0,"[520, [500, 'crisis'], [509, 'crisis']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"It is essential   that we strictly abide by the principles of the Charter of the United Nations and not intervene in matters under the domestic jurisdiction of States in any way, including military, political and economic.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,essential,Other,appreciation,positive,"(1420, 1429)","that we strictly abide by the principles of the Charter of the United Nations and not intervene in matters under the domestic jurisdiction of States in any way, including military, political and economic.","Human rights, laws, freedom of expression, and disinformation",explicit,505,518.0,505,506.0,"[518, [505, 'essential'], [506, 'that we strictly abide by the principles of the Charter of the United Nations and not intervene in matters under the domestic jurisdiction of States in any way, including military, political and economic.']]"
UNSC_2014_SPV.7165_spch007_sentsplit_Argentina.txt,UNSC_2014_SPV.7165_spch007,Argentina,7,pre-written,"I also ask myself another question, not out of false piety but out of sincerity.","['With', 'a', 'pen', 'in', 'hand', 'and', 'with', 'our', 'good', 'faith', ',', 'we', 'stand', 'ready', 'to', 'help', 'Ukraine', 'emerge', 'from', 'this', 'difficult', 'situation', 'so', 'that', 'it', 'can', 'achieve', 'the', 'peace', 'that', 'its', 'people', 'deserve']",2226,2395,"also ask myself another question, not out of false piety but out of sincerity.",Other,judgement,positive,"(433, 511)",I,Other political actors,explicit,507,519.0,507,508.0,"[519, [507, 'also ask myself another question, not out of false piety but out of sincerity.'], [508, 'I']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Once again, since the last briefing to the Council, presented by the Secretary-General on 28 March, the situation regarding Ukraine has seriously deteriorated.","['Once', 'again', ',', 'since', 'the', 'last', 'briefing', 'to', 'the', 'Council', ',', 'presented', 'by', 'the', 'Secretary-General', 'on', '28', 'March', ',', 'the', 'situation', 'regarding', 'Ukraine', 'has', 'seriously', 'deteriorated', '.']",0,159,seriously deteriorated,Other,appreciation,negative,"(136, 158)",situation,Situation in Ukraine ,explicit,662,715.0,662,691.0,"[715, [662, 'seriously deteriorated'], [691, 'situation']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Following close to two weeks of relative calm, starting on 6 April armed individuals and separatist groups began to seize Government buildings and confiscate lethal weapons in Donetsk oblast of Ukraine, including in the cities of Donetsk, Lugansk and Kharkiv.","['Following', 'close', 'to', 'two', 'weeks', 'of', 'relative', 'calm', ',', 'starting', 'on', '6', 'April', 'armed', 'individuals', 'and', 'separatist', 'groups', 'began', 'to', 'seize', 'Government', 'buildings', 'and', 'confiscate', 'lethal', 'weapons', 'in', 'Donetsk', 'oblast', 'of', 'Ukraine', ',', 'including', 'in', 'the', 'cities', 'of', 'Donetsk', ',', 'Lugansk', 'and', 'Kharkiv', '.']",305,564,relative calm,Other,appreciation,positive,"(337, 350)",two weeks,Situation in Ukraine ,explicit,663,716.0,663,692.0,"[716, [663, 'relative calm'], [692, 'two weeks']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,The situation is therefore now more combustible than ever.,"['The', 'situation', 'is', 'therefore', 'now', 'more', 'combustible', 'than', 'ever', '.']",2319,2377,more combustible than ever.,Other,appreciation,negative,"(2350, 2377)",situation,Situation in Ukraine ,explicit,664,725.0,664,699.0,"[725, [664, 'more combustible than ever.'], [699, 'situation']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,The Secretary-General and the United Nations remain committed to the pursuit of a peaceful solution to this ever-deepening crisis.,"['The', 'Secretary-General', 'and', 'the', 'United', 'Nations', 'remain', 'committed', 'to', 'the', 'pursuit', 'of', 'a', 'peaceful', 'solution', 'to', 'this', 'ever-deepening', 'crisis', '.']",2378,2508,peaceful solution,Other,appreciation,positive,"(2460, 2477)",solution,Situation in Ukraine ,explicit,665,727.0,665,701.0,"[727, [665, 'peaceful solution'], [701, 'solution']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,The Secretary-General and the United Nations remain committed to the pursuit of a peaceful solution to this ever-deepening crisis.,"['The', 'Secretary-General', 'and', 'the', 'United', 'Nations', 'remain', 'committed', 'to', 'the', 'pursuit', 'of', 'a', 'peaceful', 'solution', 'to', 'this', 'ever-deepening', 'crisis', '.']",2378,2508,ever-deepening crisis,Other,appreciation,negative,"(2486, 2507)",crisis,Situation in Ukraine ,explicit,666,728.0,666,702.0,"[728, [666, 'ever-deepening crisis'], [702, 'crisis']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"The Secretary-General further appeals for direct and constructive dialogue between the parties, and between Kyiv and Moscow, to de-escalate the situation and address all differences.","['The', 'Secretary-General', 'further', 'appeals', 'for', 'direct', 'and', 'constructive', 'dialogue', 'between', 'the', 'parties', ',', 'and', 'between', 'Kyiv', 'and', 'Moscow', ',', 'to', 'de-escalate', 'the', 'situation', 'and', 'address', 'all', 'differences', '.']",2794,2976,de-escalate the situation,Other,appreciation,positive,"(2922, 2947)",situation,Situation in Ukraine ,explicit,667,734.0,667,705.0,"[734, [667, 'de-escalate the situation'], [705, 'situation']]"
